name,link,stock,price,id
"PNY GeForce RTX 3090 24GB XLR8 Gaming EPIC-X RGB Triple Fan Graphics Card, VCG309024TFXPPB",https://www.newegg.com/pny-geforce-rtx-3090-vcg309024tfxppb/p/N82E16814133807,IN STOCK,"$2,647.04",N82E16814126484
